PatientID,Veterinary_Group,BirthDate,Breed,Insurance_status,Date_of_neuter,Age_at_neuter_months,Neuter_Early,Neuter_Later_01,Comorbidity,Umbilical_hernia,Skin_disorder,Ear_disorder,Urogenital_disorder,Date of UI diagnosis,Age_at_UI,Time_Neuter_to_UI,UI_01,Final_EPR_Date,Follow_up_time_years,Time_interval,UI,Cens,Cens_wt
408,3,01/09/2012,Crossbreed,0,16/10/2013,13.49,Late,1,0,0,0,0,0,30/01/2016,3.4,836,1,,3.2,2,1,,1
408,3,01/09/2012,Crossbreed,0,16/10/2013,13.49,Late,1,0,0,0,0,0,30/01/2016,3.4,836,1,,3.2,3,,1,1
408,3,01/09/2012,Crossbreed,0,16/10/2013,13.49,Late,1,0,0,0,0,0,30/01/2016,3.4,836,1,,3.2,4,,1,1
404,0,29/04/2011,Crossbreed,0,13/06/2012,13.52,Late,1,0,0,0,0,0,,,,0,01/12/2022,8.2,1,0,0,0.999090198
404,0,29/04/2011,Crossbreed,0,13/06/2012,13.52,Late,1,0,0,0,0,0,,,,0,01/12/2022,8.2,2,0,0,0.999090198
404,0,29/04/2011,Crossbreed,0,13/06/2012,13.52,Late,1,0,0,0,0,0,,,,0,01/12/2022,8.2,3,0,0,0.999090198
404,0,29/04/2011,Crossbreed,0,13/06/2012,13.52,Late,1,0,0,0,0,0,,,,0,01/12/2022,8.2,4,0,0,0.999090198
602,0,18/05/2011,Purebreed - Other,0,03/07/2012,13.55,Late,1,0,0,0,0,0,30/11/2016,5.5,1611,1,,5.3,1,0,0,0.979932918
602,0,18/05/2011,Purebreed - Other,0,03/07/2012,13.55,Late,1,0,0,0,0,0,30/11/2016,5.5,1611,1,,5.3,2,0,0,0.979932918
602,0,18/05/2011,Purebreed - Other,0,03/07/2012,13.55,Late,1,0,0,0,0,0,30/11/2016,5.5,1611,1,,5.3,3,1,,0.979932918
602,0,18/05/2011,Purebreed - Other,0,03/07/2012,13.55,Late,1,0,0,0,0,0,30/11/2016,5.5,1611,1,,5.3,4,,1,0.979932918
649,2,01/04/2010,Crossbreed,1,18/05/2011,13.55,Late,1,0,0,0,0,0,07/09/2016,6.4,1939,1,,6.2,1,0,0,0.923034268
649,2,01/04/2010,Crossbreed,1,18/05/2011,13.55,Late,1,0,0,0,0,0,07/09/2016,6.4,1939,1,,6.2,2,0,0,0.923034268
649,2,01/04/2010,Crossbreed,1,18/05/2011,13.55,Late,1,0,0,0,0,0,07/09/2016,6.4,1939,1,,6.2,3,1,,0.923034268
649,2,01/04/2010,Crossbreed,1,18/05/2011,13.55,Late,1,0,0,0,0,0,07/09/2016,6.4,1939,1,,6.2,4,,1,0.923034268
793,4,11/05/2010,Cocker Spaniel,1,27/06/2011,13.55,Late,1,0,0,0,0,0,,,,0,01/10/2012,2.1,1,0,0,0.901400378
793,4,11/05/2010,Cocker Spaniel,1,27/06/2011,13.55,Late,1,0,0,0,0,0,,,,0,01/10/2012,2.1,2,,1,0.901400378
793,4,11/05/2010,Cocker Spaniel,1,27/06/2011,13.55,Late,1,0,0,0,0,0,,,,0,01/10/2012,2.1,3,,1,0.901400378
793,4,11/05/2010,Cocker Spaniel,1,27/06/2011,13.55,Late,1,0,0,0,0,0,,,,0,01/10/2012,2.1,4,,1,0.901400378
188,0,19/01/2010,Purebreed - Other,0,08/03/2011,13.59,Late,1,0,0,0,0,0,03/05/2016,6.3,1883,1,,6,1,0,0,0.979932918
188,0,19/01/2010,Purebreed - Other,0,08/03/2011,13.59,Late,1,0,0,0,0,0,03/05/2016,6.3,1883,1,,6,2,0,0,0.979932918
188,0,19/01/2010,Purebreed - Other,0,08/03/2011,13.59,Late,1,0,0,0,0,0,03/05/2016,6.3,1883,1,,6,3,1,,0.979932918
188,0,19/01/2010,Purebreed - Other,0,08/03/2011,13.59,Late,1,0,0,0,0,0,03/05/2016,6.3,1883,1,,6,4,,1,0.979932918
127,0,22/01/2012,German Shepherd Dog,0,11/03/2013,13.62,Late,1,1,1,0,0,0,,,,0,18/06/2022,8.2,1,0,0,2.205438658
127,0,22/01/2012,German Shepherd Dog,0,11/03/2013,13.62,Late,1,1,1,0,0,0,,,,0,18/06/2022,8.2,2,0,0,2.205438658
127,0,22/01/2012,German Shepherd Dog,0,11/03/2013,13.62,Late,1,1,1,0,0,0,,,,0,18/06/2022,8.2,3,0,0,2.205438658
127,0,22/01/2012,German Shepherd Dog,0,11/03/2013,13.62,Late,1,1,1,0,0,0,,,,0,18/06/2022,8.2,4,0,0,2.205438658
871,3,10/08/2011,Boxer,0,27/09/2012,13.62,Late,1,0,0,0,0,0,12/10/2016,5.2,1476,1,,4.9,1,0,0,0.866348477
871,3,10/08/2011,Boxer,0,27/09/2012,13.62,Late,1,0,0,0,0,0,12/10/2016,5.2,1476,1,,4.9,2,0,0,0.866348477
871,3,10/08/2011,Boxer,0,27/09/2012,13.62,Late,1,0,0,0,0,0,12/10/2016,5.2,1476,1,,4.9,3,1,,0.866348477
871,3,10/08/2011,Boxer,0,27/09/2012,13.62,Late,1,0,0,0,0,0,12/10/2016,5.2,1476,1,,4.9,4,,1,0.866348477
311,3,03/03/2011,Beagle,1,20/04/2012,13.62,Late,1,0,0,0,0,0,01/06/2017,6.3,1868,1,,6,1,0,0,0.900899514
311,3,03/03/2011,Beagle,1,20/04/2012,13.62,Late,1,0,0,0,0,0,01/06/2017,6.3,1868,1,,6,2,0,0,0.900899514
311,3,03/03/2011,Beagle,1,20/04/2012,13.62,Late,1,0,0,0,0,0,01/06/2017,6.3,1868,1,,6,3,1,,0.900899514
311,3,03/03/2011,Beagle,1,20/04/2012,13.62,Late,1,0,0,0,0,0,01/06/2017,6.3,1868,1,,6,4,,1,0.900899514
243,3,17/08/2011,Crossbreed,0,04/10/2012,13.62,Late,1,0,0,0,0,0,16/04/2014,2.7,559,1,,2.4,1,0,0,1
243,3,17/08/2011,Crossbreed,0,04/10/2012,13.62,Late,1,0,0,0,0,0,16/04/2014,2.7,559,1,,2.4,2,1,,1
243,3,17/08/2011,Crossbreed,0,04/10/2012,13.62,Late,1,0,0,0,0,0,16/04/2014,2.7,559,1,,2.4,3,,1,1
243,3,17/08/2011,Crossbreed,0,04/10/2012,13.62,Late,1,0,0,0,0,0,16/04/2014,2.7,559,1,,2.4,4,,1,1
336,0,13/11/2010,Crossbreed,0,02/01/2012,13.65,Late,1,0,0,0,0,0,,,,0,01/03/2017,6.1,1,0,0,0.999090198
336,0,13/11/2010,Crossbreed,0,02/01/2012,13.65,Late,1,0,0,0,0,0,,,,0,01/03/2017,6.1,2,0,0,0.999090198
336,0,13/11/2010,Crossbreed,0,02/01/2012,13.65,Late,1,0,0,0,0,0,,,,0,01/03/2017,6.1,3,0,0,0.999090198
336,0,13/11/2010,Crossbreed,0,02/01/2012,13.65,Late,1,0,0,0,0,0,,,,0,01/03/2017,6.1,4,,1,0.999090198
546,0,19/04/2011,Crossbreed,0,07/06/2012,13.65,Late,1,0,0,0,0,0,,,,0,03/06/2016,4.9,1,0,0,0.999090198
546,0,19/04/2011,Crossbreed,0,07/06/2012,13.65,Late,1,0,0,0,0,0,,,,0,03/06/2016,4.9,2,0,0,0.999090198
546,0,19/04/2011,Crossbreed,0,07/06/2012,13.65,Late,1,0,0,0,0,0,,,,0,03/06/2016,4.9,3,0,0,0.999090198
546,0,19/04/2011,Crossbreed,0,07/06/2012,13.65,Late,1,0,0,0,0,0,,,,0,03/06/2016,4.9,4,,1,0.999090198
286,4,06/06/2012,Crossbreed,1,26/07/2013,13.65,Late,1,0,0,0,0,0,,,,0,21/09/2021,8.2,1,0,0,0.856189013
286,4,06/06/2012,Crossbreed,1,26/07/2013,13.65,Late,1,0,0,0,0,0,,,,0,21/09/2021,8.2,2,0,0,0.856189013
286,4,06/06/2012,Crossbreed,1,26/07/2013,13.65,Late,1,0,0,0,0,0,,,,0,21/09/2021,8.2,3,0,0,0.856189013
286,4,06/06/2012,Crossbreed,1,26/07/2013,13.65,Late,1,0,0,0,0,0,,,,0,21/09/2021,8.2,4,0,0,0.856189013
367,4,17/11/2012,Labrador Retriever,1,06/01/2014,13.65,Late,1,0,0,0,0,0,,,,0,21/11/2022,8.2,1,0,0,0.921459451
367,4,17/11/2012,Labrador Retriever,1,06/01/2014,13.65,Late,1,0,0,0,0,0,,,,0,21/11/2022,8.2,2,0,0,0.921459451
367,4,17/11/2012,Labrador Retriever,1,06/01/2014,13.65,Late,1,0,0,0,0,0,,,,0,21/11/2022,8.2,3,0,0,0.921459451
367,4,17/11/2012,Labrador Retriever,1,06/01/2014,13.65,Late,1,0,0,0,0,0,,,,0,21/11/2022,8.2,4,0,0,0.921459451
104,0,18/12/2010,Crossbreed,0,07/02/2012,13.68,Late,1,0,0,0,0,0,,,,0,28/10/2021,8.2,1,0,0,0.999090198
104,0,18/12/2010,Crossbreed,0,07/02/2012,13.68,Late,1,0,0,0,0,0,,,,0,28/10/2021,8.2,2,0,0,0.999090198
104,0,18/12/2010,Crossbreed,0,07/02/2012,13.68,Late,1,0,0,0,0,0,,,,0,28/10/2021,8.2,3,0,0,0.999090198
104,0,18/12/2010,Crossbreed,0,07/02/2012,13.68,Late,1,0,0,0,0,0,,,,0,28/10/2021,8.2,4,0,0,0.999090198
409,3,06/05/2011,West Highland White Terrier,1,25/06/2012,13.68,Late,1,1,0,0,0,0,04/10/2013,2.4,466,1,,2.2,1,1,0,1
409,3,06/05/2011,West Highland White Terrier,1,25/06/2012,13.68,Late,1,1,0,0,0,0,04/10/2013,2.4,466,1,,2.2,2,,1,1
409,3,06/05/2011,West Highland White Terrier,1,25/06/2012,13.68,Late,1,1,0,0,0,0,04/10/2013,2.4,466,1,,2.2,3,,1,1
409,3,06/05/2011,West Highland White Terrier,1,25/06/2012,13.68,Late,1,1,0,0,0,0,04/10/2013,2.4,466,1,,2.2,4,,1,1
23,0,10/10/2010,Jack Russell Terrier,1,01/12/2011,13.72,Late,1,0,0,0,0,0,05/07/2013,2.7,582,1,,2.5,1,0,0,1
23,0,10/10/2010,Jack Russell Terrier,1,01/12/2011,13.72,Late,1,0,0,0,0,0,05/07/2013,2.7,582,1,,2.5,2,1,,1
23,0,10/10/2010,Jack Russell Terrier,1,01/12/2011,13.72,Late,1,0,0,0,0,0,05/07/2013,2.7,582,1,,2.5,3,,1,1
23,0,10/10/2010,Jack Russell Terrier,1,01/12/2011,13.72,Late,1,0,0,0,0,0,05/07/2013,2.7,582,1,,2.5,4,,1,1
229,0,10/10/2011,Labrador Retriever,0,30/11/2012,13.72,Late,1,0,0,0,0,0,,,,0,30/10/2019,7.8,1,0,0,1.087677141
229,0,10/10/2011,Labrador Retriever,0,30/11/2012,13.72,Late,1,0,0,0,0,0,,,,0,30/10/2019,7.8,2,0,0,1.087677141
229,0,10/10/2011,Labrador Retriever,0,30/11/2012,13.72,Late,1,0,0,0,0,0,,,,0,30/10/2019,7.8,3,0,0,1.087677141
229,0,10/10/2011,Labrador Retriever,0,30/11/2012,13.72,Late,1,0,0,0,0,0,,,,0,30/10/2019,7.8,4,0,0,1.087677141
825,4,09/09/2010,Dalmatian,1,31/10/2011,13.72,Late,1,0,0,0,0,0,17/11/2015,5.2,1478,1,,4.9,1,0,0,0.913258042
825,4,09/09/2010,Dalmatian,1,31/10/2011,13.72,Late,1,0,0,0,0,0,17/11/2015,5.2,1478,1,,4.9,2,0,0,0.913258042
825,4,09/09/2010,Dalmatian,1,31/10/2011,13.72,Late,1,0,0,0,0,0,17/11/2015,5.2,1478,1,,4.9,3,1,,0.913258042
825,4,09/09/2010,Dalmatian,1,31/10/2011,13.72,Late,1,0,0,0,0,0,17/11/2015,5.2,1478,1,,4.9,4,,1,0.913258042
489,4,23/10/2011,English Springer Spaniel,0,13/12/2012,13.72,Late,1,0,0,0,0,0,02/01/2014,2.2,385,1,,2,1,1,0,1
489,4,23/10/2011,English Springer Spaniel,0,13/12/2012,13.72,Late,1,0,0,0,0,0,02/01/2014,2.2,385,1,,2,2,,1,1
489,4,23/10/2011,English Springer Spaniel,0,13/12/2012,13.72,Late,1,0,0,0,0,0,02/01/2014,2.2,385,1,,2,3,,1,1
489,4,23/10/2011,English Springer Spaniel,0,13/12/2012,13.72,Late,1,0,0,0,0,0,02/01/2014,2.2,385,1,,2,4,,1,1
722,3,14/11/2011,Crossbreed,0,04/01/2013,13.72,Late,1,0,0,0,0,0,12/09/2014,2.8,616,1,,2.6,1,0,0,1
722,3,14/11/2011,Crossbreed,0,04/01/2013,13.72,Late,1,0,0,0,0,0,12/09/2014,2.8,616,1,,2.6,2,1,,1
722,3,14/11/2011,Crossbreed,0,04/01/2013,13.72,Late,1,0,0,0,0,0,12/09/2014,2.8,616,1,,2.6,3,,1,1
722,3,14/11/2011,Crossbreed,0,04/01/2013,13.72,Late,1,0,0,0,0,0,12/09/2014,2.8,616,1,,2.6,4,,1,1
488,3,11/08/2011,Crossbreed,1,01/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,25/05/2022,8.2,1,0,0,0.804619398
488,3,11/08/2011,Crossbreed,1,01/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,25/05/2022,8.2,2,0,0,0.804619398
488,3,11/08/2011,Crossbreed,1,01/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,25/05/2022,8.2,3,0,0,0.804619398
488,3,11/08/2011,Crossbreed,1,01/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,25/05/2022,8.2,4,0,0,0.804619398
647,3,05/09/2011,Yorkshire Terrier,1,26/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,07/06/2023,8.2,1,0,0,0.762504643
647,3,05/09/2011,Yorkshire Terrier,1,26/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,07/06/2023,8.2,2,0,0,0.762504643
647,3,05/09/2011,Yorkshire Terrier,1,26/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,07/06/2023,8.2,3,0,0,0.762504643
647,3,05/09/2011,Yorkshire Terrier,1,26/10/2012,13.72,Late,1,0,0,0,0,0,,,,0,07/06/2023,8.2,4,0,0,0.762504643
65,2,11/04/2012,West Highland White Terrier,0,03/06/2013,13.75,Late,1,0,0,0,0,0,,,,0,12/01/2017,4.5,1,0,0,1.304295844
65,2,11/04/2012,West Highland White Terrier,0,03/06/2013,13.75,Late,1,0,0,0,0,0,,,,0,12/01/2017,4.5,2,0,0,1.304295844
65,2,11/04/2012,West Highland White Terrier,0,03/06/2013,13.75,Late,1,0,0,0,0,0,,,,0,12/01/2017,4.5,3,0,0,1.304295844
65,2,11/04/2012,West Highland White Terrier,0,03/06/2013,13.75,Late,1,0,0,0,0,0,,,,0,12/01/2017,4.5,4,,1,1.304295844
219,0,29/09/2012,Cockapoo,0,21/11/2013,13.75,Late,1,1,1,0,0,0,,,,0,15/05/2023,8.2,1,0,0,1.078776092
219,0,29/09/2012,Cockapoo,0,21/11/2013,13.75,Late,1,1,1,0,0,0,,,,0,15/05/2023,8.2,2,0,0,1.078776092
219,0,29/09/2012,Cockapoo,0,21/11/2013,13.75,Late,1,1,1,0,0,0,,,,0,15/05/2023,8.2,3,0,0,1.078776092
219,0,29/09/2012,Cockapoo,0,21/11/2013,13.75,Late,1,1,1,0,0,0,,,,0,15/05/2023,8.2,4,0,0,1.078776092
471,0,26/10/2012,Crossbreed,0,18/12/2013,13.75,Late,1,0,0,0,0,0,23/09/2015,2.9,644,1,,2.7,1,0,0,1
471,0,26/10/2012,Crossbreed,0,18/12/2013,13.75,Late,1,0,0,0,0,0,23/09/2015,2.9,644,1,,2.7,2,1,,1
471,0,26/10/2012,Crossbreed,0,18/12/2013,13.75,Late,1,0,0,0,0,0,23/09/2015,2.9,644,1,,2.7,3,,1,1
471,0,26/10/2012,Crossbreed,0,18/12/2013,13.75,Late,1,0,0,0,0,0,23/09/2015,2.9,644,1,,2.7,4,,1,1
959,4,26/04/2012,Bichon Frise,1,18/06/2013,13.75,Late,1,1,1,0,0,0,,,,0,11/02/2021,8.2,1,0,0,0.934420639
959,4,26/04/2012,Bichon Frise,1,18/06/2013,13.75,Late,1,1,1,0,0,0,,,,0,11/02/2021,8.2,2,0,0,0.934420639
959,4,26/04/2012,Bichon Frise,1,18/06/2013,13.75,Late,1,1,1,0,0,0,,,,0,11/02/2021,8.2,3,0,0,0.934420639
959,4,26/04/2012,Bichon Frise,1,18/06/2013,13.75,Late,1,1,1,0,0,0,,,,0,11/02/2021,8.2,4,0,0,0.934420639
938,3,17/12/2011,Rottweiler,0,07/02/2013,13.75,Late,1,0,0,0,0,0,07/10/2014,2.8,607,1,,2.6,1,0,0,1
938,3,17/12/2011,Rottweiler,0,07/02/2013,13.75,Late,1,0,0,0,0,0,07/10/2014,2.8,607,1,,2.6,2,1,,1
938,3,17/12/2011,Rottweiler,0,07/02/2013,13.75,Late,1,0,0,0,0,0,07/10/2014,2.8,607,1,,2.6,3,,1,1
938,3,17/12/2011,Rottweiler,0,07/02/2013,13.75,Late,1,0,0,0,0,0,07/10/2014,2.8,607,1,,2.6,4,,1,1
359,0,03/12/2011,English Bull Terrier,0,25/01/2013,13.78,Late,1,0,0,0,0,0,,,,0,21/05/2013,1.2,1,0,0,0.979932918
359,0,03/12/2011,English Bull Terrier,0,25/01/2013,13.78,Late,1,0,0,0,0,0,,,,0,21/05/2013,1.2,2,,1,0.979932918
359,0,03/12/2011,English Bull Terrier,0,25/01/2013,13.78,Late,1,0,0,0,0,0,,,,0,21/05/2013,1.2,3,,1,0.979932918
359,0,03/12/2011,English Bull Terrier,0,25/01/2013,13.78,Late,1,0,0,0,0,0,,,,0,21/05/2013,1.2,4,,1,0.979932918
898,0,10/12/2011,Chihuahua,0,01/02/2013,13.78,Late,1,0,0,0,0,0,24/02/2014,2.2,388,1,,2,1,1,0,1
898,0,10/12/2011,Chihuahua,0,01/02/2013,13.78,Late,1,0,0,0,0,0,24/02/2014,2.2,388,1,,2,2,,1,1
898,0,10/12/2011,Chihuahua,0,01/02/2013,13.78,Late,1,0,0,0,0,0,24/02/2014,2.2,388,1,,2,3,,1,1
898,0,10/12/2011,Chihuahua,0,01/02/2013,13.78,Late,1,0,0,0,0,0,24/02/2014,2.2,388,1,,2,4,,1,1
774,3,20/11/2012,Doberman Pinscher,1,13/01/2014,13.78,Late,1,0,0,0,0,0,16/05/2016,3.5,854,1,,3.2,1,0,0,1
774,3,20/11/2012,Doberman Pinscher,1,13/01/2014,13.78,Late,1,0,0,0,0,0,16/05/2016,3.5,854,1,,3.2,2,1,,1
774,3,20/11/2012,Doberman Pinscher,1,13/01/2014,13.78,Late,1,0,0,0,0,0,16/05/2016,3.5,854,1,,3.2,3,,1,1
774,3,20/11/2012,Doberman Pinscher,1,13/01/2014,13.78,Late,1,0,0,0,0,0,16/05/2016,3.5,854,1,,3.2,4,,1,1
644,3,13/11/2012,Crossbreed,1,06/01/2014,13.78,Late,1,0,0,0,0,0,,,,0,03/05/2022,8.2,1,0,0,0.804619398
644,3,13/11/2012,Crossbreed,1,06/01/2014,13.78,Late,1,0,0,0,0,0,,,,0,03/05/2022,8.2,2,0,0,0.804619398
644,3,13/11/2012,Crossbreed,1,06/01/2014,13.78,Late,1,0,0,0,0,0,,,,0,03/05/2022,8.2,3,0,0,0.804619398
644,3,13/11/2012,Crossbreed,1,06/01/2014,13.78,Late,1,0,0,0,0,0,,,,0,03/05/2022,8.2,4,0,0,0.804619398
794,0,18/03/2010,Purebreed - Other,0,12/05/2011,13.82,Late,1,0,0,0,0,0,27/01/2013,2.9,626,1,,2.6,1,0,0,1
794,0,18/03/2010,Purebreed - Other,0,12/05/2011,13.82,Late,1,0,0,0,0,0,27/01/2013,2.9,626,1,,2.6,2,1,,1
794,0,18/03/2010,Purebreed - Other,0,12/05/2011,13.82,Late,1,0,0,0,0,0,27/01/2013,2.9,626,1,,2.6,3,,1,1
794,0,18/03/2010,Purebreed - Other,0,12/05/2011,13.82,Late,1,0,0,0,0,0,27/01/2013,2.9,626,1,,2.6,4,,1,1
806,1,15/02/2010,Great Dane,1,11/04/2011,13.82,Late,1,1,1,0,0,0,,,,0,11/08/2016,6.2,1,0,0,1.084245445
806,1,15/02/2010,Great Dane,1,11/04/2011,13.82,Late,1,1,1,0,0,0,,,,0,11/08/2016,6.2,2,0,0,1.084245445
806,1,15/02/2010,Great Dane,1,11/04/2011,13.82,Late,1,1,1,0,0,0,,,,0,11/08/2016,6.2,3,0,0,1.084245445
806,1,15/02/2010,Great Dane,1,11/04/2011,13.82,Late,1,1,1,0,0,0,,,,0,11/08/2016,6.2,4,,1,1.084245445
197,0,16/07/2012,Boxer,0,11/09/2013,13.88,Late,1,0,0,0,0,0,,,,0,08/07/2022,8.2,1,0,0,0.688165986
197,0,16/07/2012,Boxer,0,11/09/2013,13.88,Late,1,0,0,0,0,0,,,,0,08/07/2022,8.2,2,0,0,0.688165986
197,0,16/07/2012,Boxer,0,11/09/2013,13.88,Late,1,0,0,0,0,0,,,,0,08/07/2022,8.2,3,0,0,0.688165986
197,0,16/07/2012,Boxer,0,11/09/2013,13.88,Late,1,0,0,0,0,0,,,,0,08/07/2022,8.2,4,0,0,0.688165986
201,0,08/09/2010,Staffordshire Bull Terrier,0,04/11/2011,13.88,Late,1,1,1,0,0,0,,,,0,22/03/2019,8.2,1,0,0,1.029933414
201,0,08/09/2010,Staffordshire Bull Terrier,0,04/11/2011,13.88,Late,1,1,1,0,0,0,,,,0,22/03/2019,8.2,2,0,0,1.029933414
201,0,08/09/2010,Staffordshire Bull Terrier,0,04/11/2011,13.88,Late,1,1,1,0,0,0,,,,0,22/03/2019,8.2,3,0,0,1.029933414
201,0,08/09/2010,Staffordshire Bull Terrier,0,04/11/2011,13.88,Late,1,1,1,0,0,0,,,,0,22/03/2019,8.2,4,0,0,1.029933414
910,0,29/03/2010,Labrador Retriever,0,25/05/2011,13.88,Late,1,0,0,0,0,0,,,,0,11/05/2023,8.2,1,0,0,1.087677141
910,0,29/03/2010,Labrador Retriever,0,25/05/2011,13.88,Late,1,0,0,0,0,0,,,,0,11/05/2023,8.2,2,0,0,1.087677141
910,0,29/03/2010,Labrador Retriever,0,25/05/2011,13.88,Late,1,0,0,0,0,0,,,,0,11/05/2023,8.2,3,0,0,1.087677141
910,0,29/03/2010,Labrador Retriever,0,25/05/2011,13.88,Late,1,0,0,0,0,0,,,,0,11/05/2023,8.2,4,0,0,1.087677141
295,3,29/05/2012,Crossbreed,1,25/07/2013,13.88,Late,1,0,0,0,0,0,,,,0,24/12/2022,8.2,1,0,0,0.804619398
295,3,29/05/2012,Crossbreed,1,25/07/2013,13.88,Late,1,0,0,0,0,0,,,,0,24/12/2022,8.2,2,0,0,0.804619398
295,3,29/05/2012,Crossbreed,1,25/07/2013,13.88,Late,1,0,0,0,0,0,,,,0,24/12/2022,8.2,3,0,0,0.804619398
295,3,29/05/2012,Crossbreed,1,25/07/2013,13.88,Late,1,0,0,0,0,0,,,,0,24/12/2022,8.2,4,0,0,0.804619398
590,3,01/10/2012,Dalmatian,1,27/11/2013,13.88,Late,1,1,0,0,0,0,01/04/2019,6.5,1951,1,,6.3,1,0,0,0.79938119
590,3,01/10/2012,Dalmatian,1,27/11/2013,13.88,Late,1,1,0,0,0,0,01/04/2019,6.5,1951,1,,6.3,2,0,0,0.79938119
590,3,01/10/2012,Dalmatian,1,27/11/2013,13.88,Late,1,1,0,0,0,0,01/04/2019,6.5,1951,1,,6.3,3,0,0,0.79938119
590,3,01/10/2012,Dalmatian,1,27/11/2013,13.88,Late,1,1,0,0,0,0,01/04/2019,6.5,1951,1,,6.3,4,1,,0.79938119
269,3,10/06/2011,Cavalier King Charles Spaniel,1,06/08/2012,13.91,Late,1,0,0,0,0,0,,,,0,04/01/2023,8.2,1,0,0,0.817089632
269,3,10/06/2011,Cavalier King Charles Spaniel,1,06/08/2012,13.91,Late,1,0,0,0,0,0,,,,0,04/01/2023,8.2,2,0,0,0.817089632
269,3,10/06/2011,Cavalier King Charles Spaniel,1,06/08/2012,13.91,Late,1,0,0,0,0,0,,,,0,04/01/2023,8.2,3,0,0,0.817089632
269,3,10/06/2011,Cavalier King Charles Spaniel,1,06/08/2012,13.91,Late,1,0,0,0,0,0,,,,0,04/01/2023,8.2,4,0,0,0.817089632
797,3,16/03/2012,English Springer Spaniel,1,13/05/2013,13.91,Late,1,0,0,0,0,0,02/12/2014,2.7,568,1,,2.5,1,0,0,1
797,3,16/03/2012,English Springer Spaniel,1,13/05/2013,13.91,Late,1,0,0,0,0,0,02/12/2014,2.7,568,1,,2.5,2,1,,1
797,3,16/03/2012,English Springer Spaniel,1,13/05/2013,13.91,Late,1,0,0,0,0,0,02/12/2014,2.7,568,1,,2.5,3,,1,1
797,3,16/03/2012,English Springer Spaniel,1,13/05/2013,13.91,Late,1,0,0,0,0,0,02/12/2014,2.7,568,1,,2.5,4,,1,1
112,3,17/03/2012,Crossbreed,1,15/05/2013,13.95,Late,1,0,0,0,0,0,,,,0,16/01/2023,8.2,1,0,0,0.804619398
112,3,17/03/2012,Crossbreed,1,15/05/2013,13.95,Late,1,0,0,0,0,0,,,,0,16/01/2023,8.2,2,0,0,0.804619398
112,3,17/03/2012,Crossbreed,1,15/05/2013,13.95,Late,1,0,0,0,0,0,,,,0,16/01/2023,8.2,3,0,0,0.804619398
112,3,17/03/2012,Crossbreed,1,15/05/2013,13.95,Late,1,0,0,0,0,0,,,,0,16/01/2023,8.2,4,0,0,0.804619398
558,0,23/10/2011,German Shepherd Dog,0,21/12/2012,13.98,Late,1,0,0,0,0,0,20/12/2017,6.2,1825,1,,5.9,1,0,0,1.040834236
558,0,23/10/2011,German Shepherd Dog,0,21/12/2012,13.98,Late,1,0,0,0,0,0,20/12/2017,6.2,1825,1,,5.9,2,0,0,1.040834236
558,0,23/10/2011,German Shepherd Dog,0,21/12/2012,13.98,Late,1,0,0,0,0,0,20/12/2017,6.2,1825,1,,5.9,3,1,,1.040834236
558,0,23/10/2011,German Shepherd Dog,0,21/12/2012,13.98,Late,1,0,0,0,0,0,20/12/2017,6.2,1825,1,,5.9,4,,1,1.040834236
924,2,20/03/2012,Crossbreed,1,20/05/2013,14.01,Late,1,0,0,0,0,0,,,,0,04/06/2020,8,1,0,0,0.853882381
924,2,20/03/2012,Crossbreed,1,20/05/2013,14.01,Late,1,0,0,0,0,0,,,,0,04/06/2020,8,2,0,0,0.853882381
924,2,20/03/2012,Crossbreed,1,20/05/2013,14.01,Late,1,0,0,0,0,0,,,,0,04/06/2020,8,3,0,0,0.853882381
924,2,20/03/2012,Crossbreed,1,20/05/2013,14.01,Late,1,0,0,0,0,0,,,,0,04/06/2020,8,4,0,0,0.853882381
674,0,18/02/2010,Golden Retriever,0,20/04/2011,14.01,Late,1,0,0,0,0,0,07/06/2018,8.3,2605,1,,8.1,1,0,0,0.963323527
674,0,18/02/2010,Golden Retriever,0,20/04/2011,14.01,Late,1,0,0,0,0,0,07/06/2018,8.3,2605,1,,8.1,2,0,0,0.963323527
674,0,18/02/2010,Golden Retriever,0,20/04/2011,14.01,Late,1,0,0,0,0,0,07/06/2018,8.3,2605,1,,8.1,3,0,0,0.963323527
674,0,18/02/2010,Golden Retriever,0,20/04/2011,14.01,Late,1,0,0,0,0,0,07/06/2018,8.3,2605,1,,8.1,4,1,,0.963323527
8,0,28/01/2011,Toy Poodle,0,29/03/2012,14.01,Late,1,0,0,0,0,0,,,,0,27/03/2023,8.2,1,0,0,1.008251074
8,0,28/01/2011,Toy Poodle,0,29/03/2012,14.01,Late,1,0,0,0,0,0,,,,0,27/03/2023,8.2,2,0,0,1.008251074
8,0,28/01/2011,Toy Poodle,0,29/03/2012,14.01,Late,1,0,0,0,0,0,,,,0,27/03/2023,8.2,3,0,0,1.008251074
