id,DataSilo,BirthDate,VetCompassBreedOriginal,Insured,ChronicComorbidityBaseline,DateDiagnosis,AgeDiagnosis,PimoPresc,DatePimoPresc,TimeDiagnosisPimo,DiagnosticsBaseline,CHF_01_5max,DateOfCHF,Died_01_5max,compev,MethodOfDeath,DeathRelated,DateOfDeath,DateFinalEPR,FollowUp,LTFU
52715,2,16/11/2008 00:00,Cavalier King Charles Spaniel,0,1,03/08/2016 00:00,7.71,NotPrescribed,,NA,0,0,,0,0,,,,14/11/2017 00:00,468,1
69734,1,28/07/2005 00:00,Miniature Pinscher,1,1,02/08/2018 00:00,13.01,Prescribed,18/09/2018 00:00,47,1,1,14/11/2019 00:00,1,1,Euthanasia,Primary reason for death,24/10/2020 00:00,,469,0
98497,1,20/12/2007 00:00,Cavalier King Charles Spaniel,0,1,22/03/2016 00:00,8.25,NotPrescribed,07/07/2017 00:00,NA,0,1,07/07/2017 00:00,1,1,Euthanasia,Primary reason for death,11/10/2017 00:00,,472,0
7904,1,02/12/2002 00:00,Dachshund Miniature           ,1,1,11/01/2016 00:00,13.11,Prescribed,11/02/2016 00:00,31,1,0,,1,2,Euthanasia,Not related to cardiac disease,27/04/2017 00:00,,472,0
2550,1,05/07/2004 00:00,Basset Fauve De Bretagne,1,1,28/12/2017 00:00,13.48,Prescribed,28/12/2017 00:00,1,1,0,,1,2,Euthanasia,Not related to cardiac disease,17/04/2019 00:00,,475,0
32765,0,01/01/2007 00:00,Crossbreed,0,0,04/11/2016 00:00,9.84,Prescribed,18/01/2017 00:00,75,0,0,,1,2,Euthanasia,Not related to cardiac disease,23/02/2018 00:00,,477,0
66729,1,09/07/2008 00:00,King Charles Spaniel,0,1,06/04/2017 00:00,8.74,NotPrescribed,28/07/2018 00:00,NA,0,1,28/07/2018 00:00,1,1,Euthanasia,Primary reason for death,23/04/2019 00:00,,478,0
1016,2,22/03/2007 00:00,Cavalier King Charles Spaniel,0,1,23/03/2016 00:00,9,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,14/07/2017 00:00,,478,0
35542,2,19/04/2005 00:00,Border Terrier,0,1,06/12/2017 00:00,12.63,NotPrescribed,,NA,0,0,,0,0,,,,29/03/2019 00:00,478,1
42426,2,18/08/2007 00:00,Jack Russell Terrier,0,0,18/08/2016 00:00,9,NotPrescribed,10/12/2017 00:00,NA,0,1,10/12/2017 00:00,0,1,,,,12/02/2018 00:00,479,0
58316,1,27/09/2008 00:00,Cavalier King Charles Spaniel,0,1,18/06/2016 00:00,7.72,NotPrescribed,17/10/2017 00:00,NA,0,1,17/10/2017 00:00,1,1,Unassisted,Not recorded,24/11/2018 00:00,,486,0
26677,0,08/02/2004 00:00,Cairn Terrier,0,1,13/12/2016 00:00,12.85,NotPrescribed,,NA,0,0,,0,0,,,,16/04/2018 00:00,489,1
46992,2,16/08/2008 00:00,Crossbreed,0,1,15/11/2017 00:00,9.25,NotPrescribed,20/03/2019 00:00,NA,1,1,20/03/2019 00:00,0,1,,,,24/03/2019 00:00,490,0
1185,1,04/07/2008 00:00,Crossbreed,1,1,04/04/2018 00:00,9.75,NotPrescribed,30/08/2019 00:00,NA,1,1,07/08/2019 00:00,1,1,Euthanasia,Not related to cardiac disease,07/10/2019 00:00,,490,0
91275,0,03/02/2007 00:00,Crossbreed,0,1,27/01/2017 00:00,9.98,NotPrescribed,01/06/2018 00:00,NA,0,1,01/06/2018 00:00,1,1,Euthanasia,Primary reason for death,06/12/2018 00:00,,490,0
36201,1,27/10/2002 00:00,Border Terrier,1,1,23/07/2018 00:00,15.74,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,25/11/2019 00:00,,490,0
6639,1,05/09/2005 00:00,Beagle ,0,1,17/11/2017 00:00,12.2,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,23/03/2019 00:00,,491,0
68913,1,23/11/2005 00:00,Cavalier King Charles Spaniel,0,1,15/02/2016 00:00,10.23,NotPrescribed,,NA,0,1,21/06/2017 00:00,0,1,,,,21/06/2017 00:00,492,0
25706,1,01/10/2007 00:00,Cavalier King Charles Spaniel,0,1,19/11/2018 00:00,11.13,NotPrescribed,,NA,0,1,25/03/2020 00:00,1,1,Euthanasia,Primary reason for death,25/03/2020 00:00,,492,0
84517,0,19/10/2006 00:00,Crossbreed,0,0,31/07/2017 00:00,10.78,Prescribed,31/07/2017 00:00,1,0,0,,0,0,,,,06/12/2018 00:00,493,1
42081,2,26/04/2002 00:00,Manchester Terrier,1,1,07/08/2017 00:00,15.28,Prescribed,21/08/2017 00:00,14,0,0,,1,2,Euthanasia,Not related to cardiac disease,13/12/2018 00:00,,493,0
81470,1,19/07/2007 00:00,Shih Tzu,0,0,17/05/2018 00:00,10.83,NotPrescribed,,NA,0,1,24/09/2019 00:00,1,1,Euthanasia,Primary reason for death,24/09/2019 00:00,,495,0
58715,0,11/01/2010 00:00,Chihuahua,0,0,02/02/2017 00:00,7.06,NotPrescribed,12/06/2018 00:00,NA,0,1,12/06/2018 00:00,1,1,Euthanasia,Primary reason for death,23/04/2019 00:00,,495,0
81302,2,04/03/2008 00:00,Crossbreed,1,1,20/03/2018 00:00,10.04,NotPrescribed,,NA,0,1,29/07/2019 00:00,1,1,Unassisted,Primary reason for death,29/07/2019 00:00,,496,0
84352,2,29/04/2007 00:00,Cavalier King Charles Spaniel,0,1,03/05/2016 00:00,9.01,NotPrescribed,14/08/2017 00:00,NA,1,0,,0,0,,,,11/09/2017 00:00,496,1
64141,0,19/09/2008 00:00,Cavalier King Charles Spaniel,0,1,02/08/2016 00:00,7.87,NotPrescribed,12/12/2017 00:00,NA,0,1,12/12/2017 00:00,1,1,Unassisted,Primary reason for death,12/02/2018 00:00,,497,0
90710,0,29/10/2007 00:00,Chihuahua,0,1,02/12/2016 00:00,9.1,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,13/04/2018 00:00,,497,0
51997,1,06/11/2007 00:00,Crossbreed,0,1,24/02/2016 00:00,8.3,NotPrescribed,06/07/2017 00:00,NA,1,1,06/07/2017 00:00,1,1,Not recorded,Not recorded,11/06/2018 00:00,,498,0
18603,1,01/10/2008 00:00,Cavalier King Charles Spaniel,1,1,31/05/2016 00:00,7.66,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,13/10/2017 00:00,,500,0
32477,1,10/10/2006 00:00,Jack Russell Terrier,0,1,12/09/2018 00:00,11.92,NotPrescribed,,NA,0,0,,0,0,,,,28/01/2020 00:00,503,1
22994,0,04/03/2003 00:00,Chihuahua,0,1,10/03/2017 00:00,14.02,NotPrescribed,07/03/2018 00:00,NA,0,1,27/07/2018 00:00,0,1,,,,03/11/2018 00:00,504,0
9432,1,24/09/2002 00:00,Jack Russell Terrier,0,1,26/05/2016 00:00,13.67,NotPrescribed,,NA,1,0,,1,2,Euthanasia,Not related to cardiac disease,12/10/2017 00:00,,504,0
56539,0,23/07/2001 00:00,Crossbreed,0,1,23/07/2016 00:00,15,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,09/12/2017 00:00,,504,0
82962,1,05/06/2007 00:00,Cavalier King Charles Spaniel,1,0,21/07/2016 00:00,9.13,NotPrescribed,,NA,0,1,08/12/2017 00:00,1,1,Unassisted,Primary reason for death,08/12/2017 00:00,,505,0
62138,2,01/07/2004 00:00,Bichon Frise,0,1,25/07/2017 00:00,13.07,NotPrescribed,12/12/2018 00:00,NA,0,1,12/12/2018 00:00,1,1,Euthanasia,Not related to cardiac disease,16/05/2019 00:00,,505,0
85173,0,21/09/2007 00:00,Chihuahua,0,0,03/10/2018 00:00,11.03,NotPrescribed,,NA,1,0,,0,0,,,,21/02/2020 00:00,506,1
99261,0,30/08/2009 00:00,Cavalier King Charles Spaniel,0,1,24/08/2017 00:00,7.98,NotPrescribed,,NA,1,1,13/01/2019 00:00,1,1,Euthanasia,Not recorded,12/06/2019 00:00,,507,0
5755,0,05/02/2007 00:00,Crossbreed,0,1,14/11/2016 00:00,9.77,NotPrescribed,24/05/2018 00:00,NA,0,1,06/04/2018 00:00,1,1,Euthanasia,Primary reason for death,05/07/2018 00:00,,508,0
91942,1,05/04/2009 00:00,Dachshund Standard,1,0,11/12/2017 00:00,8.68,Prescribed,10/04/2018 00:00,120,1,0,,1,2,Unassisted,Not recorded,05/05/2019 00:00,,510,0
4650,1,25/05/2008 00:00,Cavalier King Charles Spaniel,0,1,27/10/2017 00:00,9.42,NotPrescribed,22/03/2019 00:00,NA,0,1,22/03/2019 00:00,1,1,Euthanasia,Primary reason for death,23/04/2019 00:00,,511,0
84663,0,10/07/2004 00:00,Jack Russell Terrier,0,1,21/11/2016 00:00,12.37,NotPrescribed,16/04/2018 00:00,NA,0,1,16/04/2018 00:00,1,1,Euthanasia,Primary reason for death,26/11/2018 00:00,,511,0
46983,0,09/02/2005 00:00,Cavalier King Charles Spaniel,0,1,16/12/2016 00:00,11.85,NotPrescribed,13/05/2018 00:00,NA,0,1,13/05/2018 00:00,0,1,,,,13/01/2019 00:00,513,0
26354,1,10/04/2005 00:00,Cavalier King Charles Spaniel,0,1,23/05/2017 00:00,12.12,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,18/10/2018 00:00,,513,0
72216,0,12/05/2004 00:00,Jack Russell Terrier,0,1,12/03/2018 00:00,13.83,NotPrescribed,,NA,0,0,,0,0,,,,08/08/2019 00:00,514,1
40166,2,03/12/2003 00:00,Lhasa Apso,1,1,17/02/2018 00:00,14.21,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,16/07/2019 00:00,,514,0
21856,1,19/04/2008 00:00,Chihuahua,1,1,31/08/2017 00:00,9.37,NotPrescribed,,NA,1,1,28/01/2019 00:00,1,1,Unassisted,Primary reason for death,29/01/2019 00:00,,515,0
64535,1,08/06/2004 00:00,Jack Russell Terrier,0,1,04/09/2017 00:00,13.24,NotPrescribed,01/02/2019 00:00,NA,0,1,01/02/2019 00:00,1,1,Not recorded,Not recorded,23/06/2020 00:00,,515,0
98998,1,28/07/2006 00:00,Cavalier King Charles Spaniel,0,1,28/10/2016 00:00,10.25,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,27/03/2018 00:00,,515,0
27436,0,01/02/2004 00:00,Crossbreed,0,1,04/09/2018 00:00,14.59,NotPrescribed,,NA,0,0,,0,0,,,,01/02/2020 00:00,515,1
59400,0,27/12/2006 00:00,Dachshund Standard,0,0,12/06/2018 00:00,11.46,NotPrescribed,,NA,0,1,12/11/2019 00:00,1,1,Euthanasia,Primary reason for death,13/11/2019 00:00,,518,0
20362,2,15/04/2003 00:00,Jack Russell Terrier,0,1,12/12/2016 00:00,13.66,Prescribed,12/12/2016 00:00,1,1,0,,0,0,,,,14/05/2018 00:00,518,1
77448,1,03/08/2009 00:00,Bichon Frise,1,0,08/05/2017 00:00,7.76,NotPrescribed,,NA,1,0,,1,2,Euthanasia,Not related to cardiac disease,09/10/2018 00:00,,519,0
69757,0,27/04/2007 00:00,King Charles Spaniel,0,0,27/02/2018 00:00,10.84,NotPrescribed,02/08/2019 00:00,NA,0,1,02/08/2019 00:00,1,1,Unassisted,Not recorded,12/08/2019 00:00,,521,0
91855,1,05/05/2006 00:00,Chihuahua,0,0,31/10/2016 00:00,10.49,NotPrescribed,,NA,0,1,08/04/2018 00:00,1,1,Euthanasia,Primary reason for death,08/04/2018 00:00,,524,0
28242,2,02/12/2009 00:00,Cavalier King Charles Spaniel,0,1,13/12/2017 00:00,8.03,Prescribed,29/01/2018 00:00,47,1,1,22/05/2019 00:00,0,1,Euthanasia,Not related to cardiac disease,29/01/2023 00:00,,525,0
63943,1,05/05/2008 00:00,King Charles Spaniel,1,0,20/02/2018 00:00,9.8,NotPrescribed,,NA,0,0,,0,0,,,,30/07/2019 00:00,525,1
83990,1,19/07/2002 00:00,Shih Tzu,0,1,23/05/2018 00:00,15.84,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,30/10/2019 00:00,,525,0
92301,1,16/01/2009 00:00,Chihuahua,1,0,24/07/2017 00:00,8.52,NotPrescribed,02/01/2019 00:00,NA,1,1,02/01/2019 00:00,1,1,Euthanasia,Primary reason for death,08/06/2020 00:00,,527,0
89602,1,19/08/2007 00:00,Crossbreed,1,0,05/10/2016 00:00,9.13,NotPrescribed,17/03/2018 00:00,NA,1,1,17/03/2018 00:00,1,1,Unassisted,Primary reason for death,22/07/2018 00:00,,528,0
37372,0,09/05/2007 00:00,Cavalier King Charles Spaniel,0,1,17/05/2018 00:00,11.02,NotPrescribed,,NA,0,1,28/10/2019 00:00,1,1,Euthanasia,Secondary reason for death,28/10/2019 00:00,,529,0
89291,1,01/01/2008 00:00,Crossbreed,1,1,09/01/2016 00:00,8.02,NotPrescribed,07/03/2017 00:00,NA,0,1,22/06/2017 00:00,1,1,Unassisted,Not recorded,27/01/2020 00:00,,530,0
59304,0,02/07/2003 00:00,Bichon Frise,0,1,30/05/2018 00:00,14.91,NotPrescribed,13/11/2019 00:00,NA,0,1,13/11/2019 00:00,1,1,Euthanasia,Primary reason for death,25/11/2019 00:00,,532,0
57070,0,13/04/2009 00:00,Cavalier King Charles Spaniel,0,0,11/08/2017 00:00,8.33,Prescribed,11/08/2017 00:00,1,0,0,,1,2,Unassisted,Not recorded,26/01/2019 00:00,,533,0
6166,2,28/02/2007 00:00,Cavalier King Charles Spaniel,0,0,10/11/2016 00:00,11.17,NotPrescribed,,NA,0,1,30/04/2018 00:00,0,1,,,,25/09/2020 00:00,536,0
83466,1,20/01/2005 00:00,Miniature Schnauzer,0,1,11/09/2017 00:00,12.64,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,02/03/2019 00:00,,537,0
66924,2,19/01/2007 00:00,King Charles Spaniel,1,1,24/06/2018 00:00,11.43,NotPrescribed,18/12/2019 00:00,NA,0,1,18/12/2019 00:00,1,1,Euthanasia,Primary reason for death,19/12/2019 00:00,,542,0
97869,1,28/04/2009 00:00,Cavalier King Charles Spaniel,0,1,02/12/2016 00:00,7.6,NotPrescribed,21/07/2017 00:00,NA,0,1,31/05/2018 00:00,0,1,,,,04/07/2019 00:00,545,0
22730,1,31/03/2003 00:00,Jack Russell Terrier,0,1,25/11/2016 00:00,13.66,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not related to cardiac disease,25/05/2018 00:00,,546,0
48057,1,14/06/2006 00:00,Cavalier King Charles Spaniel,0,1,12/01/2017 00:00,10.58,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,13/07/2018 00:00,,547,0
15489,0,20/09/2005 00:00,Cavalier King Charles Spaniel,0,1,02/02/2017 00:00,11.37,Prescribed,03/02/2017 00:00,1,0,0,,1,2,Euthanasia,Not related to cardiac disease,08/08/2018 00:00,,552,0
82093,2,01/03/2007 00:00,Cavalier King Charles Spaniel,1,1,27/08/2016 00:00,9.49,NotPrescribed,03/03/2018 00:00,NA,0,1,03/03/2018 00:00,1,1,Unassisted,Not recorded,04/06/2018 00:00,,553,0
58963,1,02/02/2008 00:00,Cavalier King Charles Spaniel,0,0,30/08/2017 00:00,9.57,Prescribed,06/09/2017 00:00,7,1,0,,0,0,,,,06/03/2019 00:00,553,1
83896,0,08/06/2006 00:00,Chihuahua,0,0,16/04/2018 00:00,11.85,Prescribed,21/05/2018 00:00,35,0,0,,0,0,,,,21/10/2019 00:00,553,1
42861,1,20/04/2006 00:00,Cavalier King Charles Spaniel,0,0,17/04/2018 00:00,11.99,Prescribed,27/04/2018 00:00,10,1,1,24/10/2019 00:00,1,1,Euthanasia,Primary reason for death,02/03/2020 00:00,,555,0
16467,3,08/05/2004 00:00,Dachshund Standard,1,1,14/12/2018 00:00,14.6,Prescribed,04/01/2019 00:00,21,1,0,,0,0,,,,24/06/2020 00:00,558,1
49113,1,11/02/2008 00:00,Chihuahua,0,1,05/01/2018 00:00,9.9,NotPrescribed,,NA,1,0,,1,2,Unassisted,Not recorded,19/07/2019 00:00,,560,0
93132,0,06/02/2003 00:00,Crossbreed,0,0,13/04/2017 00:00,14.18,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,25/10/2018 00:00,,560,0
74260,0,22/02/2006 00:00,Cavalier King Charles Spaniel,1,1,29/08/2016 00:00,10.52,NotPrescribed,13/03/2018 00:00,NA,0,1,13/03/2018 00:00,1,1,Euthanasia,Primary reason for death,27/03/2018 00:00,,561,0
17940,1,18/04/2008 00:00,Cavalier King Charles Spaniel,1,1,01/03/2018 00:00,9.87,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,13/09/2019 00:00,,561,0
66243,2,19/12/2003 00:00,Cavalier King Charles Spaniel,0,1,26/04/2016 00:00,12.35,NotPrescribed,,NA,0,1,09/11/2017 00:00,1,1,Euthanasia,Primary reason for death,10/11/2017 00:00,,562,0
83604,2,01/10/2006 00:00,King Charles Spaniel,0,0,24/10/2016 00:00,10.06,NotPrescribed,,NA,0,0,,0,0,,,,09/05/2018 00:00,562,1
56237,1,29/08/2007 00:00,Cavalier King Charles Spaniel,1,1,14/11/2016 00:00,9.21,NotPrescribed,06/11/2017 00:00,NA,0,1,31/05/2018 00:00,1,1,Unassisted,Not recorded,11/08/2018 00:00,,563,0
74713,0,27/02/2007 00:00,Crossbreed,0,1,14/04/2017 00:00,10.13,NotPrescribed,30/10/2018 00:00,NA,0,1,30/10/2018 00:00,0,1,,,,03/04/2019 00:00,564,0
6087,0,16/09/2007 00:00,Cairn Terrier,0,1,24/05/2018 00:00,10.69,NotPrescribed,10/12/2019 00:00,NA,0,1,10/12/2019 00:00,1,1,Euthanasia,Secondary reason for death,13/04/2020 00:00,,565,0
15275,2,30/07/2009 00:00,Cavalier King Charles Spaniel,0,1,09/10/2017 00:00,8.19,NotPrescribed,,NA,0,0,,0,0,,,,02/05/2019 00:00,570,1
17619,1,20/11/2006 00:00,Crossbreed,0,1,31/07/2017 00:00,10.69,NotPrescribed,22/02/2019 00:00,NA,0,1,22/02/2019 00:00,1,1,Unassisted,Not recorded,25/03/2019 00:00,,571,0
70664,2,12/09/2006 00:00,Cavalier King Charles Spaniel,1,1,27/09/2017 00:00,11.04,NotPrescribed,,NA,0,1,24/04/2019 00:00,1,1,Euthanasia,Primary reason for death,24/04/2019 00:00,,574,0
74432,0,25/07/2008 00:00,Chihuahua,1,1,04/01/2016 00:00,7.44,NotPrescribed,31/07/2017 00:00,NA,1,1,31/07/2017 00:00,0,1,Euthanasia,Primary reason for death,27/05/2021 00:00,,574,0
15395,3,04/08/2004 00:00,Maltese Terrier,0,0,07/07/2016 00:00,11.92,NotPrescribed,,NA,1,0,,1,2,Not recorded,Not recorded,02/02/2018 00:00,,575,0
45048,0,30/10/2008 00:00,Cavalier King Charles Spaniel,0,1,24/07/2018 00:00,9.73,NotPrescribed,25/02/2020 00:00,NA,0,1,24/02/2020 00:00,1,1,Unassisted,Not recorded,25/06/2020 00:00,,580,0
31414,0,18/12/2005 00:00,Jack Russell Terrier,0,1,27/04/2017 00:00,11.36,NotPrescribed,08/03/2018 00:00,NA,1,1,28/11/2018 00:00,0,1,,,,29/05/2019 00:00,580,0
40676,0,06/09/2007 00:00,Cavalier King Charles Spaniel,0,1,20/05/2017 00:00,9.7,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,21/12/2018 00:00,,580,0
70425,2,01/03/2004 00:00,Cavalier King Charles Spaniel,1,1,15/06/2016 00:00,12.29,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,16/01/2018 00:00,,580,0
16442,1,01/02/2004 00:00,Scottish Terrier,0,1,25/08/2016 00:00,12.56,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,29/03/2018 00:00,,581,0
32563,0,16/07/2001 00:00,Jack Russell Terrier,0,0,04/08/2016 00:00,15.05,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,09/03/2018 00:00,,582,0
84029,0,24/10/2007 00:00,Cavalier King Charles Spaniel,1,0,07/02/2016 00:00,8.29,NotPrescribed,09/10/2017 00:00,NA,0,1,12/09/2017 00:00,1,1,Unassisted,Not recorded,01/02/2018 00:00,,583,0
3896,0,19/04/2009 00:00,Crossbreed,0,1,31/12/2016 00:00,7.7,NotPrescribed,17/02/2018 00:00,NA,0,1,07/08/2018 00:00,1,1,Euthanasia,Primary reason for death,07/08/2018 00:00,,584,0
60046,1,05/07/2008 00:00,Miniature Schnauzer,1,1,14/10/2017 00:00,9.28,Prescribed,13/11/2017 00:00,30,1,0,,1,2,Euthanasia,Not related to cardiac disease,21/05/2019 00:00,,584,0
30291,0,05/09/2007 00:00,Cavalier King Charles Spaniel,0,0,28/12/2016 00:00,9.31,Prescribed,28/12/2016 00:00,1,0,0,,1,2,Unassisted,Not recorded,05/08/2018 00:00,,585,0
53331,1,25/08/2004 00:00,Terrier,0,1,27/10/2017 00:00,13.17,NotPrescribed,,NA,0,1,07/06/2019 00:00,0,1,,,,21/10/2019 00:00,588,0
748,0,17/07/2007 00:00,Cavalier King Charles Spaniel,0,1,12/10/2017 00:00,10.24,NotPrescribed,23/05/2019 00:00,NA,1,1,23/05/2019 00:00,1,1,Euthanasia,Primary reason for death,30/12/2019 00:00,,588,0
3482,0,22/09/2002 00:00,Crossbreed,0,0,19/09/2016 00:00,13.99,NotPrescribed,,NA,0,0,,0,0,,,,30/04/2018 00:00,588,1
12058,1,27/01/2004 00:00,West Highland White Terrier,0,1,23/05/2018 00:00,14.32,Prescribed,23/05/2018 00:00,1,0,1,03/01/2020 00:00,1,1,Unassisted,Not recorded,17/02/2020 00:00,,590,0
20765,1,05/10/2006 00:00,Shih Tzu,0,1,13/03/2018 00:00,11.44,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,24/10/2019 00:00,,590,0
5801,1,16/10/2005 00:00,King Charles Spaniel,1,1,23/03/2016 00:00,10.43,NotPrescribed,17/08/2017 00:00,NA,0,1,04/11/2017 00:00,1,1,Euthanasia,Secondary reason for death,11/09/2019 00:00,,591,0
5518,0,29/07/2009 00:00,Cavalier King Charles Spaniel,0,1,21/01/2016 00:00,6.48,NotPrescribed,04/09/2017 00:00,NA,0,1,04/09/2017 00:00,0,1,,,,03/10/2017 00:00,592,0
66892,2,26/10/2008 00:00,Crossbreed,0,0,09/05/2018 00:00,9.53,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,23/12/2019 00:00,,593,0
53840,1,12/05/2004 00:00,King Charles Spaniel,0,1,08/12/2016 00:00,12.57,NotPrescribed,25/07/2018 00:00,NA,0,1,25/07/2018 00:00,1,1,Unassisted,Primary reason for death,26/07/2018 00:00,,594,0
31734,0,28/09/2008 00:00,Cavalier King Charles Spaniel,0,1,04/10/2017 00:00,9.02,NotPrescribed,21/05/2019 00:00,NA,0,1,21/05/2019 00:00,1,1,Unassisted,Not recorded,24/11/2020 00:00,,594,0
76293,1,24/04/2006 00:00,Yorkshire Terrier,0,1,20/04/2018 00:00,11.99,NotPrescribed,15/04/2020 00:00,NA,0,1,06/12/2019 00:00,1,1,Unassisted,Not recorded,03/07/2020 00:00,,595,0
77942,0,06/11/2009 00:00,Crossbreed,0,1,13/10/2018 00:00,8.93,Prescribed,17/10/2018 00:00,4,0,1,02/06/2020 00:00,1,1,Euthanasia,Primary reason for death,10/08/2020 00:00,,598,0
58814,1,22/06/2005 00:00,Crossbreed,0,1,05/06/2018 00:00,12.95,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,24/01/2020 00:00,,598,0
33605,0,20/04/2003 00:00,Miniature Schnauzer,0,0,03/03/2018 00:00,14.87,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,23/10/2019 00:00,,599,0
99361,1,20/12/2009 00:00,Cavalier King Charles Spaniel,1,0,13/04/2016 00:00,6.31,Prescribed,19/04/2016 00:00,6,0,1,05/12/2017 00:00,1,1,Unassisted,Not recorded,17/12/2017 00:00,,601,0
2861,1,13/01/2008 00:00,Cavalier King Charles Spaniel,1,0,19/09/2017 00:00,9.68,Prescribed,03/10/2017 00:00,14,1,1,14/05/2019 00:00,1,1,Euthanasia,Not recorded,08/09/2019 00:00,08/09/2019 00:00,602,0
74285,0,10/03/2009 00:00,Cavalier King Charles Spaniel,1,1,17/05/2016 00:00,7.19,NotPrescribed,09/01/2018 00:00,NA,0,1,09/01/2018 00:00,1,1,Euthanasia,Secondary reason for death,13/02/2020 00:00,,602,0
52126,0,01/10/2006 00:00,Jack Russell Terrier,0,0,22/01/2018 00:00,11.31,NotPrescribed,,NA,0,1,17/09/2019 00:00,1,1,Euthanasia,Primary reason for death,17/09/2019 00:00,,603,0
61528,0,07/02/2008 00:00,Cavalier King Charles Spaniel,0,1,22/05/2017 00:00,9.29,NotPrescribed,,NA,0,1,16/01/2019 00:00,1,1,Euthanasia,Primary reason for death,16/01/2019 00:00,,604,0
93272,2,01/07/2009 00:00,King Charles Spaniel,1,0,19/12/2017 00:00,8.47,NotPrescribed,03/03/2019 00:00,NA,0,0,,0,0,,,,17/08/2019 00:00,606,1
8285,1,29/11/2004 00:00,Bichon Frise,1,1,25/01/2018 00:00,13.16,Prescribed,25/01/2018 00:00,1,1,1,24/09/2019 00:00,1,1,Euthanasia,Not recorded,16/01/2020 00:00,,607,0
29885,1,28/02/2005 00:00,Shih Tzu,0,1,31/05/2018 00:00,13.25,NotPrescribed,28/01/2020 00:00,NA,0,1,28/01/2020 00:00,1,1,Euthanasia,Primary reason for death,03/02/2021 00:00,,607,0
90776,1,01/09/2002 00:00,Jack Russell Terrier,1,1,22/01/2016 00:00,13.39,NotPrescribed,,NA,0,1,20/09/2017 00:00,1,1,Euthanasia,Not recorded,20/05/2019 00:00,,607,0
97520,1,06/11/2008 00:00,Crossbreed,0,1,24/05/2018 00:00,9.54,NotPrescribed,,NA,0,1,22/01/2020 00:00,1,1,Euthanasia,Primary reason for death,22/01/2020 00:00,,608,0
92960,2,16/05/1998 00:00,Crossbreed,0,1,23/02/2016 00:00,17.77,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,28/10/2017 00:00,,613,0
63488,1,25/05/2009 00:00,Finnish Spitz,1,1,07/03/2018 00:00,8.78,Prescribed,15/03/2018 00:00,8,1,1,11/11/2019 00:00,0,1,,,,09/10/2023 00:00,614,0
83695,0,13/08/2006 00:00,Jack Russell Terrier,0,0,01/06/2016 00:00,9.8,NotPrescribed,,NA,0,0,,0,0,,,,05/02/2018 00:00,614,1
22444,3,27/11/2006 00:00,Cavalier King Charles Spaniel,1,0,22/09/2016 00:00,9.82,NotPrescribed,22/01/2018 00:00,NA,0,1,30/05/2018 00:00,1,1,Euthanasia,Primary reason for death,03/11/2018 00:00,,615,0
98777,2,10/10/2006 00:00,Shih Tzu,0,1,02/08/2016 00:00,9.81,NotPrescribed,10/04/2018 00:00,NA,0,1,10/04/2018 00:00,1,1,Euthanasia,Primary reason for death,10/04/2018 00:00,,616,0
51717,1,12/01/2007 00:00,Pomeranian,1,1,11/01/2017 00:00,10,NotPrescribed,19/09/2018 00:00,NA,1,1,19/09/2018 00:00,1,1,Euthanasia,Primary reason for death,01/11/2021 00:00,,616,0
656,1,23/07/2004 00:00,Jack Russell Terrier,0,1,30/06/2017 00:00,12.94,NotPrescribed,,NA,0,0,,1,2,Not recorded,Not recorded,09/03/2019 00:00,,617,0
27691,0,22/12/2005 00:00,Papillon,0,1,23/07/2018 00:00,12.58,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,03/04/2020 00:00,,620,0
